bioguide_id,full_name,chamber,party,state,district,seat,member_type,voting_member,first_term_start,seniority_years,govtrack_id,served_113,served_114,served_115,served_116,served_117,served_118,served_119,bills_introduced,laws_enacted,laws_via_related,laws_enacted_including,enactment_rate,standalone_rate,period,period_label,congresses_included
R000618,Pete Ricketts,Senate,Republican,NE,,NE,Senator,True,2023-01-23,1.9,456952,False,False,False,False,False,True,True,24,0,1,1,0.041666666666666664,0.0,118,118th Congress (2023–2025),118
S001181,Jeanne Shaheen,Senate,Democratic,NH,,NH,Senator,True,2009-01-06,16.0,412323,True,True,True,True,True,True,True,73,0,1,1,0.0136986301369863,0.0,118,118th Congress (2023–2025),118
H001076,Margaret Wood Hassan,Senate,Democratic,NH,,NH,Senator,True,2017-01-03,8.0,412680,False,False,True,True,True,True,True,53,0,1,1,0.018867924528301886,0.0,118,118th Congress (2023–2025),118
K000394,Andy Kim,Senate,Democratic,NJ,,NJ,Senator,True,2019-01-03,6.0,412797,False,False,False,True,True,True,True,25,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
B001288,Cory A. Booker,Senate,Democratic,NJ,,NJ,Senator,True,2013-10-31,11.2,412598,True,True,True,True,True,True,True,135,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
L000570,Ben Ray Luján,Senate,Democratic,NM,,NM,Senator,True,2009-01-06,16.0,412293,True,True,True,True,True,True,True,66,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
H001046,Martin Heinrich,Senate,Democratic,NM,,NM,Senator,True,2009-01-06,16.0,412281,True,True,True,True,True,True,True,64,2,0,2,0.03125,0.03125,118,118th Congress (2023–2025),118
C001113,Catherine Cortez Masto,Senate,Democratic,NV,,NV,Senator,True,2017-01-03,8.0,412681,False,False,True,True,True,True,True,90,1,3,4,0.044444444444444446,0.011111111111111112,118,118th Congress (2023–2025),118
R000608,Jacky Rosen,Senate,Democratic,NV,,NV,Senator,True,2017-01-03,8.0,412715,False,False,True,True,True,True,True,56,2,0,2,0.03571428571428571,0.03571428571428571,118,118th Congress (2023–2025),118
S000148,Charles E. Schumer,Senate,Democratic,NY,,NY,Senator,True,1981-01-05,44.0,300087,True,True,True,True,True,True,True,6,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
G000555,Kirsten E. Gillibrand,Senate,Democratic,NY,,NY,Senator,True,2007-01-04,18.0,412223,True,True,True,True,True,True,True,68,1,0,1,0.014705882352941176,0.014705882352941176,118,118th Congress (2023–2025),118
L000575,James Lankford,Senate,Republican,OK,,OK,Senator,True,2011-01-05,14.0,412464,True,True,True,True,True,True,True,56,2,0,2,0.03571428571428571,0.03571428571428571,118,118th Congress (2023–2025),118
M001176,Jeff Merkley,Senate,Democratic,OR,,OR,Senator,True,2009-01-06,16.0,412325,True,True,True,True,True,True,True,84,2,1,3,0.03571428571428571,0.023809523809523808,118,118th Congress (2023–2025),118
W000779,Ron Wyden,Senate,Democratic,OR,,OR,Senator,True,1981-01-05,44.0,300100,True,True,True,True,True,True,True,73,1,2,3,0.0410958904109589,0.0136986301369863,118,118th Congress (2023–2025),118
F000479,John Fetterman,Senate,Democratic,PA,,PA,Senator,True,2023-01-03,2.0,456877,False,False,False,False,False,True,True,35,1,1,2,0.05714285714285714,0.02857142857142857,118,118th Congress (2023–2025),118
R000122,Jack Reed,Senate,Democratic,RI,,RI,Senator,True,1991-01-03,34.0,300081,True,True,True,True,True,True,True,32,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
W000802,Sheldon Whitehouse,Senate,Democratic,RI,,RI,Senator,True,2007-01-04,18.0,412247,True,True,True,True,True,True,True,51,1,0,1,0.0196078431372549,0.0196078431372549,118,118th Congress (2023–2025),118
S001184,Tim Scott,Senate,Republican,SC,,SC,Senator,True,2011-01-05,14.0,412471,True,True,True,True,True,True,True,44,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
T000250,John Thune,Senate,Republican,SD,,SD,Senator,True,1997-01-07,28.0,400546,True,True,True,True,True,True,True,45,0,1,1,0.022222222222222223,0.0,118,118th Congress (2023–2025),118
R000605,Mike Rounds,Senate,Republican,SD,,SD,Senator,True,2015-01-06,10.0,412669,False,True,True,True,True,True,True,50,2,0,2,0.04,0.04,118,118th Congress (2023–2025),118
H000601,Bill Hagerty,Senate,Republican,TN,,TN,Senator,True,2021-01-03,4.0,456798,False,False,False,False,True,True,True,31,1,1,2,0.06451612903225806,0.03225806451612903,118,118th Congress (2023–2025),118
B001243,Marsha Blackburn,Senate,Republican,TN,,TN,Senator,True,2003-01-07,22.0,400032,True,True,True,True,True,True,True,82,1,0,1,0.012195121951219513,0.012195121951219513,118,118th Congress (2023–2025),118
C001056,John Cornyn,Senate,Republican,TX,,TX,Senator,True,2002-11-30,22.1,300027,True,True,True,True,True,True,True,107,7,5,12,0.11214953271028037,0.06542056074766354,118,118th Congress (2023–2025),118
C001098,Ted Cruz,Senate,Republican,TX,,TX,Senator,True,2013-01-03,12.0,412573,True,True,True,True,True,True,True,132,3,0,3,0.022727272727272728,0.022727272727272728,118,118th Congress (2023–2025),118
C001114,John R. Curtis,Senate,Republican,UT,,UT,Senator,True,2017-11-13,7.1,412740,False,False,True,True,True,True,True,48,3,0,3,0.0625,0.0625,118,118th Congress (2023–2025),118
L000577,Mike Lee,Senate,Republican,UT,,UT,Senator,True,2011-01-05,14.0,412495,True,True,True,True,True,True,True,123,0,1,1,0.008130081300813009,0.0,118,118th Congress (2023–2025),118
W000805,Mark R. Warner,Senate,Democratic,VA,,VA,Senator,True,2009-01-06,16.0,412321,True,True,True,True,True,True,True,55,1,2,3,0.05454545454545454,0.01818181818181818,118,118th Congress (2023–2025),118
K000384,Tim Kaine,Senate,Democratic,VA,,VA,Senator,True,2013-01-03,12.0,412582,True,True,True,True,True,True,True,63,0,1,1,0.015873015873015872,0.0,118,118th Congress (2023–2025),118
S000033,Bernard Sanders,Senate,Independent,VT,,VT,Senator,True,1991-01-03,34.0,400357,True,True,True,True,True,True,True,43,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
W000800,Peter Welch,Senate,Democratic,VT,,VT,Senator,True,2007-01-04,18.0,412239,True,True,True,True,True,True,True,86,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
C000127,Maria Cantwell,Senate,Democratic,WA,,WA,Senator,True,1993-01-05,32.0,300018,True,True,True,True,True,True,True,32,1,0,1,0.03125,0.03125,118,118th Congress (2023–2025),118
M001111,Patty Murray,Senate,Democratic,WA,,WA,Senator,True,1993-01-05,32.0,300076,True,True,True,True,True,True,True,33,1,0,1,0.030303030303030304,0.030303030303030304,118,118th Congress (2023–2025),118
J000293,Ron Johnson,Senate,Republican,WI,,WI,Senator,True,2011-01-05,14.0,412496,True,True,True,True,True,True,True,14,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
B001230,Tammy Baldwin,Senate,Democratic,WI,,WI,Senator,True,1999-01-06,26.0,400013,True,True,True,True,True,True,True,64,0,1,1,0.015625,0.0,118,118th Congress (2023–2025),118
C001047,Shelley Moore Capito,Senate,Republican,WV,,WV,Senator,True,2001-01-03,24.0,400061,True,True,True,True,True,True,True,22,0,1,1,0.045454545454545456,0.0,118,118th Congress (2023–2025),118
L000571,Cynthia M. Lummis,Senate,Republican,WY,,WY,Senator,True,2009-01-06,16.0,412294,True,True,False,False,True,True,True,35,0,0,0,0.0,0.0,118,118th Congress (2023–2025),118
B001261,John Barrasso,Senate,Republican,WY,,WY,Senator,True,2007-06-25,17.5,412251,True,True,True,True,True,True,True,59,1,0,1,0.01694915254237288,0.01694915254237288,118,118th Congress (2023–2025),118
B001323,Nicholas J. Begich III,House,Republican,AK,At-Large,AK-AL,Representative,True,2025-01-03,1.6,456970,False,False,False,False,False,False,True,39,8,0,8,0.20512820512820512,0.20512820512820512,119,119th Congress so far (2025–),119
M001212,Barry Moore,House,Republican,AL,1,AL-1,Representative,True,2021-01-03,5.6,456800,False,False,False,False,True,True,True,28,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
F000481,Shomari Figures,House,Democratic,AL,2,AL-2,Representative,True,2025-01-03,1.6,456971,False,False,False,False,False,False,True,22,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
R000575,Mike Rogers,House,Republican,AL,3,AL-3,Representative,True,2003-01-07,23.6,400341,True,True,True,True,True,True,True,9,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
A000055,Robert B. Aderholt,House,Republican,AL,4,AL-4,Representative,True,1997-01-07,29.6,400004,True,True,True,True,True,True,True,10,1,0,1,0.1,0.1,119,119th Congress so far (2025–),119
S001220,Dale W. Strong,House,Republican,AL,5,AL-5,Representative,True,2023-01-03,3.6,456878,False,False,False,False,False,True,True,14,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
P000609,Gary J. Palmer,House,Republican,AL,6,AL-6,Representative,True,2015-01-06,11.6,412608,False,True,True,True,True,True,True,16,2,0,2,0.125,0.125,119,119th Congress so far (2025–),119
S001185,Terri A. Sewell,House,Democratic,AL,7,AL-7,Representative,True,2011-01-05,15.6,412396,True,True,True,True,True,True,True,12,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
C001087,"Eric A. ""Rick"" Crawford",House,Republican,AR,1,AR-1,Representative,True,2011-01-05,15.6,412400,True,True,True,True,True,True,True,17,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
H001072,J. French Hill,House,Republican,AR,2,AR-2,Representative,True,2015-01-06,11.6,412609,False,True,True,True,True,True,True,25,2,0,2,0.08,0.08,119,119th Congress so far (2025–),119
W000809,Steve Womack,House,Republican,AR,3,AR-3,Representative,True,2011-01-05,15.6,412402,True,True,True,True,True,True,True,10,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
W000821,Bruce Westerman,House,Republican,AR,4,AR-4,Representative,True,2015-01-06,11.6,412610,False,True,True,True,True,True,True,7,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
R000600,Aumua Amata Coleman Radewagen,House,Republican,AS,At-Large,AS-AL,Delegate/Resident Commissioner,False,2015-01-06,11.6,412664,False,True,True,True,True,True,True,8,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
S001183,David Schweikert,House,Republican,AZ,1,AZ-1,Representative,True,2011-01-05,15.6,412399,True,True,True,True,True,True,True,30,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
C001132,Elijah Crane,House,Republican,AZ,2,AZ-2,Representative,True,2023-01-03,3.6,456879,False,False,False,False,False,True,True,19,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
A000381,Yassamin Ansari,House,Democratic,AZ,3,AZ-3,Representative,True,2025-01-03,1.6,456972,False,False,False,False,False,False,True,22,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
S001211,Greg Stanton,House,Democratic,AZ,4,AZ-4,Representative,True,2019-01-03,7.6,412753,False,False,False,True,True,True,True,24,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
B001302,Andy Biggs,House,Republican,AZ,5,AZ-5,Representative,True,2017-01-03,9.6,412683,False,False,True,True,True,True,True,101,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
C001133,Juan Ciscomani,House,Republican,AZ,6,AZ-6,Representative,True,2023-01-03,3.6,456880,False,False,False,False,False,True,True,31,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
G000606,Adelita S. Grijalva,House,Democratic,AZ,7,AZ-7,Representative,True,2025-11-12,0.8,457037,False,False,False,False,False,False,True,8,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
H001098,Abraham J. Hamadeh,House,Republican,AZ,8,AZ-8,Representative,True,2025-01-03,1.6,456973,False,False,False,False,False,False,True,27,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
G000565,Paul A. Gosar,House,Republican,AZ,9,AZ-9,Representative,True,2011-01-05,15.6,412397,True,True,True,True,True,True,True,25,1,0,1,0.04,0.04,119,119th Congress so far (2025–),119
G000607,James Gallagher,House,Republican,CA,1,CA-1,Representative,True,2026-06-10,0.2,457043,False,False,False,False,False,False,True,4,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
D000623,Mark DeSaulnier,House,Democratic,CA,10,CA-10,Representative,True,2015-01-06,11.6,412613,False,True,True,True,True,True,True,24,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
P000197,Nancy Pelosi,House,Democratic,CA,11,CA-11,Representative,True,1987-01-06,39.6,400314,True,True,True,True,True,True,True,0,0,0,0,,,119,119th Congress so far (2025–),119
S001231,Lateefah Simon,House,Democratic,CA,12,CA-12,Representative,True,2025-01-03,1.6,456974,False,False,False,False,False,False,True,9,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
G000605,Adam Gray,House,Democratic,CA,13,CA-13,Representative,True,2025-01-03,1.6,456975,False,False,False,False,False,False,True,8,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
M001225,Kevin Mullin,House,Democratic,CA,15,CA-15,Representative,True,2023-01-03,3.6,456883,False,False,False,False,False,True,True,29,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
L000607,Sam T. Liccardo,House,Democratic,CA,16,CA-16,Representative,True,2025-01-03,1.6,456976,False,False,False,False,False,False,True,17,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
K000389,Ro Khanna,House,Democratic,CA,17,CA-17,Representative,True,2017-01-03,9.6,412684,False,False,True,True,True,True,True,38,1,0,1,0.02631578947368421,0.02631578947368421,119,119th Congress so far (2025–),119
L000397,Zoe Lofgren,House,Democratic,CA,18,CA-18,Representative,True,1995-01-04,31.6,400245,True,True,True,True,True,True,True,21,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
P000613,Jimmy Panetta,House,Democratic,CA,19,CA-19,Representative,True,2017-01-03,9.6,412685,False,False,True,True,True,True,True,49,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
H001068,Jared Huffman,House,Democratic,CA,2,CA-2,Representative,True,2013-01-03,13.6,412511,True,True,True,True,True,True,True,25,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
F000480,Vince Fong,House,Republican,CA,20,CA-20,Representative,True,2024-06-03,2.2,456958,False,False,False,False,False,True,True,15,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
C001059,Jim Costa,House,Democratic,CA,21,CA-21,Representative,True,2005-01-04,21.6,400618,True,True,True,True,True,True,True,23,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
V000129,David G. Valadao,House,Republican,CA,22,CA-22,Representative,True,2013-01-03,13.6,412515,True,True,True,False,True,True,True,27,1,0,1,0.037037037037037035,0.037037037037037035,119,119th Congress so far (2025–),119
O000019,Jay Obernolte,House,Republican,CA,23,CA-23,Representative,True,2021-01-03,5.6,456801,False,False,False,False,True,True,True,30,2,0,2,0.06666666666666667,0.06666666666666667,119,119th Congress so far (2025–),119
C001112,Salud O. Carbajal,House,Democratic,CA,24,CA-24,Representative,True,2017-01-03,9.6,412686,False,False,True,True,True,True,True,33,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
R000599,Raul Ruiz,House,Democratic,CA,25,CA-25,Representative,True,2013-01-03,13.6,412519,True,True,True,True,True,True,True,32,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
B001285,Julia Brownley,House,Democratic,CA,26,CA-26,Representative,True,2013-01-03,13.6,412516,True,True,True,True,True,True,True,50,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
W000830,George Whitesides,House,Democratic,CA,27,CA-27,Representative,True,2025-01-03,1.6,456977,False,False,False,False,False,False,True,17,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
C001080,Judy Chu,House,Democratic,CA,28,CA-28,Representative,True,2009-07-16,17.1,412379,True,True,True,True,True,True,True,31,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
R000620,Luz M. Rivas,House,Democratic,CA,29,CA-29,Representative,True,2025-01-03,1.6,456978,False,False,False,False,False,False,True,11,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
K000401,Kevin Kiley,House,Independent,CA,3,CA-3,Representative,True,2023-01-03,3.6,456881,False,False,False,False,False,True,True,23,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
F000483,Laura Friedman,House,Democratic,CA,30,CA-30,Representative,True,2025-01-03,1.6,456979,False,False,False,False,False,False,True,11,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
C001123,"Gilbert Ray Cisneros, Jr.",House,Democratic,CA,31,CA-31,Representative,True,2019-01-03,7.6,412757,False,False,False,True,False,False,True,15,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
S000344,Brad Sherman,House,Democratic,CA,32,CA-32,Representative,True,1997-01-07,29.6,400371,True,True,True,True,True,True,True,13,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
A000371,Pete Aguilar,House,Democratic,CA,33,CA-33,Representative,True,2015-01-06,11.6,412615,False,True,True,True,True,True,True,2,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
G000585,Jimmy Gomez,House,Democratic,CA,34,CA-34,Representative,True,2017-07-11,9.1,412739,False,False,True,True,True,True,True,11,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
T000474,Norma J. Torres,House,Democratic,CA,35,CA-35,Representative,True,2015-01-06,11.6,412617,False,True,True,True,True,True,True,27,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
L000582,Ted Lieu,House,Democratic,CA,36,CA-36,Representative,True,2015-01-06,11.6,412616,False,True,True,True,True,True,True,40,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
K000400,Sydney Kamlager-Dove,House,Democratic,CA,37,CA-37,Representative,True,2023-01-03,3.6,456884,False,False,False,False,False,True,True,28,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
S001156,Linda T. Sánchez,House,Democratic,CA,38,CA-38,Representative,True,2003-01-07,23.6,400355,True,True,True,True,True,True,True,17,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
T000472,Mark Takano,House,Democratic,CA,39,CA-39,Representative,True,2013-01-03,13.6,412520,True,True,True,True,True,True,True,22,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
T000460,Mike Thompson,House,Democratic,CA,4,CA-4,Representative,True,1999-01-06,27.6,400403,True,True,True,True,True,True,True,19,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
K000397,Young Kim,House,Republican,CA,40,CA-40,Representative,True,2021-01-03,5.6,456802,False,False,False,False,True,True,True,43,1,0,1,0.023255813953488372,0.023255813953488372,119,119th Congress so far (2025–),119
C000059,Ken Calvert,House,Republican,CA,41,CA-41,Representative,True,1993-01-05,33.6,400057,True,True,True,True,True,True,True,23,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
G000598,Robert Garcia,House,Democratic,CA,42,CA-42,Representative,True,2023-01-03,3.6,456885,False,False,False,False,False,True,True,18,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
W000187,Maxine Waters,House,Democratic,CA,43,CA-43,Representative,True,1991-01-03,35.6,400422,True,True,True,True,True,True,True,36,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
B001300,Nanette Diaz Barragán,House,Democratic,CA,44,CA-44,Representative,True,2017-01-03,9.6,412687,False,False,True,True,True,True,True,24,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
T000491,Derek Tran,House,Democratic,CA,45,CA-45,Representative,True,2025-01-03,1.6,456980,False,False,False,False,False,False,True,10,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
C001110,J. Luis Correa,House,Democratic,CA,46,CA-46,Representative,True,2017-01-03,9.6,412688,False,False,True,True,True,True,True,14,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
M001241,Dave Min,House,Democratic,CA,47,CA-47,Representative,True,2025-01-03,1.6,456981,False,False,False,False,False,False,True,26,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
I000056,Darrell Issa,House,Republican,CA,48,CA-48,Representative,True,2001-01-03,25.6,400196,True,True,True,False,True,True,True,45,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
L000593,Mike Levin,House,Democratic,CA,49,CA-49,Representative,True,2019-01-03,7.6,412760,False,False,False,True,True,True,True,25,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
M001177,Tom McClintock,House,Republican,CA,5,CA-5,Representative,True,2009-01-06,17.6,412295,True,True,True,True,True,True,True,23,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
P000608,Scott H. Peters,House,Democratic,CA,50,CA-50,Representative,True,2013-01-03,13.6,412523,True,True,True,True,True,True,True,31,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
J000305,Sara Jacobs,House,Democratic,CA,51,CA-51,Representative,True,2021-01-03,5.6,456804,False,False,False,False,True,True,True,25,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
V000130,Juan Vargas,House,Democratic,CA,52,CA-52,Representative,True,2013-01-03,13.6,412522,True,True,True,True,True,True,True,9,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
B001287,Ami Bera,House,Democratic,CA,6,CA-6,Representative,True,2013-01-03,13.6,412512,True,True,True,True,True,True,True,15,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
M001163,Doris O. Matsui,House,Democratic,CA,7,CA-7,Representative,True,2005-03-10,21.4,400663,True,True,True,True,True,True,True,25,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
G000559,John Garamendi,House,Democratic,CA,8,CA-8,Representative,True,2009-11-03,16.8,412382,True,True,True,True,True,True,True,11,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
H001090,Josh Harder,House,Democratic,CA,9,CA-9,Representative,True,2019-01-03,7.6,412754,False,False,False,True,True,True,True,40,2,0,2,0.05,0.05,119,119th Congress so far (2025–),119
D000197,Diana DeGette,House,Democratic,CO,1,CO-1,Representative,True,1997-01-07,29.6,400101,True,True,True,True,True,True,True,13,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
N000191,Joe Neguse,House,Democratic,CO,2,CO-2,Representative,True,2019-01-03,7.6,412761,False,False,False,True,True,True,True,84,1,0,1,0.011904761904761904,0.011904761904761904,119,119th Congress so far (2025–),119
H001100,Jeff Hurd,House,Republican,CO,3,CO-3,Representative,True,2025-01-03,1.6,456982,False,False,False,False,False,False,True,25,1,0,1,0.04,0.04,119,119th Congress so far (2025–),119
B000825,Lauren Boebert,House,Republican,CO,4,CO-4,Representative,True,2021-01-03,5.6,456805,False,False,False,False,True,True,True,18,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
C001137,Jeff Crank,House,Republican,CO,5,CO-5,Representative,True,2025-01-03,1.6,456983,False,False,False,False,False,False,True,7,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
C001121,Jason Crow,House,Democratic,CO,6,CO-6,Representative,True,2019-01-03,7.6,412762,False,False,False,True,True,True,True,28,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
P000620,Brittany Pettersen,House,Democratic,CO,7,CO-7,Representative,True,2023-01-03,3.6,456886,False,False,False,False,False,True,True,37,1,0,1,0.02702702702702703,0.02702702702702703,119,119th Congress so far (2025–),119
E000300,Gabe Evans,House,Republican,CO,8,CO-8,Representative,True,2025-01-03,1.6,456984,False,False,False,False,False,False,True,18,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
L000557,John B. Larson,House,Democratic,CT,1,CT-1,Representative,True,1999-01-06,27.6,400233,True,True,True,True,True,True,True,13,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
C001069,Joe Courtney,House,Democratic,CT,2,CT-2,Representative,True,2007-01-04,19.6,412193,True,True,True,True,True,True,True,9,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
D000216,Rosa L. DeLauro,House,Democratic,CT,3,CT-3,Representative,True,1991-01-03,35.6,400103,True,True,True,True,True,True,True,31,1,0,1,0.03225806451612903,0.03225806451612903,119,119th Congress so far (2025–),119
H001047,James A. Himes,House,Democratic,CT,4,CT-4,Representative,True,2009-01-06,17.6,412282,True,True,True,True,True,True,True,4,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
H001081,Jahana Hayes,House,Democratic,CT,5,CT-5,Representative,True,2019-01-03,7.6,412763,False,False,False,True,True,True,True,31,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
N000147,Eleanor Holmes Norton,House,Democratic,DC,At-Large,DC-AL,Delegate/Resident Commissioner,False,1991-01-03,35.6,400295,True,True,True,True,True,True,True,93,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
M001238,Sarah McBride,House,Democratic,DE,At-Large,DE-AL,Representative,True,2025-01-03,1.6,456985,False,False,False,False,False,False,True,10,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
P000622,Jimmy Patronis,House,Republican,FL,1,FL-1,Representative,True,2025-04-02,1.4,457034,False,False,False,False,False,False,True,14,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
F000476,Maxwell Frost,House,Democratic,FL,10,FL-10,Representative,True,2023-01-03,3.6,456890,False,False,False,False,False,True,True,26,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
W000806,Daniel Webster,House,Republican,FL,11,FL-11,Representative,True,2011-01-05,15.6,412410,True,True,True,True,True,True,True,10,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
B001257,Gus M. Bilirakis,House,Republican,FL,12,FL-12,Representative,True,2007-01-04,19.6,412250,True,True,True,True,True,True,True,28,1,0,1,0.03571428571428571,0.03571428571428571,119,119th Congress so far (2025–),119
L000596,Anna Paulina Luna,House,Republican,FL,13,FL-13,Representative,True,2023-01-03,3.6,456891,False,False,False,False,False,True,True,25,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
C001066,Kathy Castor,House,Democratic,FL,14,FL-14,Representative,True,2007-01-04,19.6,412195,True,True,True,True,True,True,True,22,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
L000597,Laurel M. Lee,House,Republican,FL,15,FL-15,Representative,True,2023-01-03,3.6,456892,False,False,False,False,False,True,True,27,1,0,1,0.037037037037037035,0.037037037037037035,119,119th Congress so far (2025–),119
B001260,Vern Buchanan,House,Republican,FL,16,FL-16,Representative,True,2007-01-04,19.6,412196,True,True,True,True,True,True,True,46,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
S001214,W. Gregory Steube,House,Republican,FL,17,FL-17,Representative,True,2019-01-03,7.6,412766,False,False,False,True,True,True,True,102,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
F000472,Scott Franklin,House,Republican,FL,18,FL-18,Representative,True,2021-01-03,5.6,456807,False,False,False,False,True,True,True,14,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
D000032,Byron Donalds,House,Republican,FL,19,FL-19,Representative,True,2021-01-03,5.6,456808,False,False,False,False,True,True,True,26,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
D000628,Neal P. Dunn,House,Republican,FL,2,FL-2,Representative,True,2017-01-03,9.6,412691,False,False,True,True,True,True,True,26,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
M001199,Brian J. Mast,House,Republican,FL,21,FL-21,Representative,True,2017-01-03,9.6,412698,False,False,True,True,True,True,True,34,1,0,1,0.029411764705882353,0.029411764705882353,119,119th Congress so far (2025–),119
F000462,Lois Frankel,House,Democratic,FL,22,FL-22,Representative,True,2013-01-03,13.6,412529,True,True,True,True,True,True,True,8,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
M001217,Jared Moskowitz,House,Democratic,FL,23,FL-23,Representative,True,2023-01-03,3.6,456893,False,False,False,False,False,True,True,19,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
W000808,Frederica S. Wilson,House,Democratic,FL,24,FL-24,Representative,True,2011-01-05,15.6,412412,True,True,True,True,True,True,True,20,0,0,0,0.0,0.0,119,119th Congress so far (2025–),119
