bioguide_id,full_name,chamber,party,state,district,seat,member_type,voting_member,first_term_start,seniority_years,govtrack_id,served_113,served_114,served_115,served_116,served_117,served_118,served_119
O000173,Ilhan Omar,House,Democratic,MN,5,MN-5,Representative,True,2019-01-03,7.6,412791,False,False,False,True,True,True,True
E000294,Tom Emmer,House,Republican,MN,6,MN-6,Representative,True,2015-01-06,11.6,412639,False,True,True,True,True,True,True
F000470,Michelle Fischbach,House,Republican,MN,7,MN-7,Representative,True,2021-01-03,5.6,456828,False,False,False,False,True,True,True
S001212,Pete Stauber,House,Republican,MN,8,MN-8,Representative,True,2019-01-03,7.6,412792,False,False,False,True,True,True,True
B001324,Wesley Bell,House,Democratic,MO,1,MO-1,Representative,True,2025-01-03,1.6,456997,False,False,False,False,False,False,True
W000812,Ann Wagner,House,Republican,MO,2,MO-2,Representative,True,2013-01-03,13.6,412548,True,True,True,True,True,True,True
O000177,"Robert F. Onder, Jr.",House,Republican,MO,3,MO-3,Representative,True,2025-01-03,1.6,456998,False,False,False,False,False,False,True
A000379,Mark Alford,House,Republican,MO,4,MO-4,Representative,True,2023-01-03,3.6,456909,False,False,False,False,False,True,True
C001061,Emanuel Cleaver,House,Democratic,MO,5,MO-5,Representative,True,2005-01-04,21.6,400639,True,True,True,True,True,True,True
G000546,Sam Graves,House,Republican,MO,6,MO-6,Representative,True,2001-01-03,25.6,400158,True,True,True,True,True,True,True
B001316,Eric Burlison,House,Republican,MO,7,MO-7,Representative,True,2023-01-03,3.6,456910,False,False,False,False,False,True,True
S001195,Jason Smith,House,Republican,MO,8,MO-8,Representative,True,2013-06-04,13.2,412596,True,True,True,True,True,True,True
K000404,Kimberlyn King-Hinds,House,Republican,MP,At-Large,MP-AL,Delegate/Resident Commissioner,False,2025-01-03,1.6,456999,False,False,False,False,False,False,True
K000388,Trent Kelly,House,Republican,MS,1,MS-1,Representative,True,2015-06-09,11.2,412673,False,True,True,True,True,True,True
T000193,Bennie G. Thompson,House,Democratic,MS,2,MS-2,Representative,True,1993-04-13,33.3,400402,True,True,True,True,True,True,True
G000591,Michael Guest,House,Republican,MS,3,MS-3,Representative,True,2019-01-03,7.6,412793,False,False,False,True,True,True,True
E000235,Mike Ezell,House,Republican,MS,4,MS-4,Representative,True,2023-01-03,3.6,456911,False,False,False,False,False,True,True
Z000018,Ryan K. Zinke,House,Republican,MT,1,MT-1,Representative,True,2015-01-06,11.6,412640,False,True,True,False,False,True,True
D000634,Troy Downing,House,Republican,MT,2,MT-2,Representative,True,2025-01-03,1.6,457000,False,False,False,False,False,False,True
D000230,Donald G. Davis,House,Democratic,NC,1,NC-1,Representative,True,2023-01-03,3.6,456912,False,False,False,False,False,True,True
H001101,Pat Harrigan,House,Republican,NC,10,NC-10,Representative,True,2025-01-03,1.6,457003,False,False,False,False,False,False,True
E000246,Chuck Edwards,House,Republican,NC,11,NC-11,Representative,True,2023-01-03,3.6,456914,False,False,False,False,False,True,True
A000370,Alma S. Adams,House,Democratic,NC,12,NC-12,Representative,True,2014-11-12,11.8,412607,True,True,True,True,True,True,True
K000405,Brad Knott,House,Republican,NC,13,NC-13,Representative,True,2025-01-03,1.6,457004,False,False,False,False,False,False,True
M001236,Tim Moore,House,Republican,NC,14,NC-14,Representative,True,2025-01-03,1.6,457005,False,False,False,False,False,False,True
R000305,Deborah K. Ross,House,Democratic,NC,2,NC-2,Representative,True,2021-01-03,5.6,456831,False,False,False,False,True,True,True
M001210,Gregory F. Murphy,House,Republican,NC,3,NC-3,Representative,True,2019-09-17,6.9,412845,False,False,False,True,True,True,True
F000477,Valerie P. Foushee,House,Democratic,NC,4,NC-4,Representative,True,2023-01-03,3.6,456913,False,False,False,False,False,True,True
F000450,Virginia Foxx,House,Republican,NC,5,NC-5,Representative,True,2005-01-04,21.6,400643,True,True,True,True,True,True,True
M001240,Addison P. McDowell,House,Republican,NC,6,NC-6,Representative,True,2025-01-03,1.6,457001,False,False,False,False,False,False,True
R000603,David Rouzer,House,Republican,NC,7,NC-7,Representative,True,2015-01-06,11.6,412641,False,True,True,True,True,True,True
H001102,Mark Harris,House,Republican,NC,8,NC-8,Representative,True,2025-01-03,1.6,457002,False,False,False,False,False,False,True
H001067,Richard Hudson,House,Republican,NC,9,NC-9,Representative,True,2013-01-03,13.6,412550,True,True,True,True,True,True,True
F000482,Julie Fedorchak,House,Republican,ND,At-Large,ND-AL,Representative,True,2025-01-03,1.6,457006,False,False,False,False,False,False,True
F000474,Mike Flood,House,Republican,NE,1,NE-1,Representative,True,2022-07-12,4.1,456868,False,False,False,False,True,True,True
B001298,Don Bacon,House,Republican,NE,2,NE-2,Representative,True,2017-01-03,9.6,412713,False,False,True,True,True,True,True
S001172,Adrian Smith,House,Republican,NE,3,NE-3,Representative,True,2007-01-04,19.6,412217,True,True,True,True,True,True,True
P000614,Chris Pappas,House,Democratic,NH,1,NH-1,Representative,True,2019-01-03,7.6,412795,False,False,False,True,True,True,True
G000604,Maggie Goodlander,House,Democratic,NH,2,NH-2,Representative,True,2025-01-03,1.6,457007,False,False,False,False,False,False,True
N000188,Donald Norcross,House,Democratic,NJ,1,NJ-1,Representative,True,2014-11-12,11.8,412606,True,True,True,True,True,True,True
M001229,LaMonica McIver,House,Democratic,NJ,10,NJ-10,Representative,True,2024-09-18,1.9,456962,False,False,False,False,False,True,True
M001246,Analilia Mejia,House,Democratic,NJ,11,NJ-11,Representative,True,2026-04-20,0.3,457042,False,False,False,False,False,False,True
W000822,Bonnie Watson Coleman,House,Democratic,NJ,12,NJ-12,Representative,True,2015-01-06,11.6,412644,False,True,True,True,True,True,True
V000133,Jefferson Van Drew,House,Republican,NJ,2,NJ-2,Representative,True,2019-01-03,7.6,412796,False,False,False,True,True,True,True
C001136,"Herbert C. Conaway, Jr.",House,Democratic,NJ,3,NJ-3,Representative,True,2025-01-03,1.6,457008,False,False,False,False,False,False,True
S000522,Christopher H. Smith,House,Republican,NJ,4,NJ-4,Representative,True,1981-01-05,45.6,400380,True,True,True,True,True,True,True
G000583,Josh Gottheimer,House,Democratic,NJ,5,NJ-5,Representative,True,2017-01-03,9.6,412714,False,False,True,True,True,True,True
P000034,"Frank Pallone, Jr.",House,Democratic,NJ,6,NJ-6,Representative,True,1987-01-06,39.6,400308,True,True,True,True,True,True,True
K000398,"Thomas H. Kean, Jr.",House,Republican,NJ,7,NJ-7,Representative,True,2023-01-03,3.6,456917,False,False,False,False,False,True,True
M001226,Robert Menendez,House,Democratic,NJ,8,NJ-8,Representative,True,2023-01-03,3.6,456918,False,False,False,False,False,True,True
P000621,Nellie Pou,House,Democratic,NJ,9,NJ-9,Representative,True,2025-01-03,1.6,457009,False,False,False,False,False,False,True
S001218,Melanie A. Stansbury,House,Democratic,NM,1,NM-1,Representative,True,2021-06-14,5.2,456861,False,False,False,False,True,True,True
V000136,Gabe Vasquez,House,Democratic,NM,2,NM-2,Representative,True,2023-01-03,3.6,456919,False,False,False,False,False,True,True
L000273,Teresa Leger Fernandez,House,Democratic,NM,3,NM-3,Representative,True,2021-01-03,5.6,456835,False,False,False,False,True,True,True
T000468,Dina Titus,House,Democratic,NV,1,NV-1,Representative,True,2009-01-06,17.6,412318,True,True,True,True,True,True,True
A000369,Mark E. Amodei,House,Republican,NV,2,NV-2,Representative,True,2011-09-13,14.9,412500,True,True,True,True,True,True,True
L000590,Susie Lee,House,Democratic,NV,3,NV-3,Representative,True,2019-01-03,7.6,412802,False,False,False,True,True,True,True
H001066,Steven Horsford,House,Democratic,NV,4,NV-4,Representative,True,2013-01-03,13.6,412559,True,False,False,True,True,True,True
L000598,Nick LaLota,House,Republican,NY,1,NY-1,Representative,True,2023-01-03,3.6,456920,False,False,False,False,False,True,True
G000599,Daniel S. Goldman,House,Democratic,NY,10,NY-10,Representative,True,2023-01-03,3.6,456923,False,False,False,False,False,True,True
M000317,Nicole Malliotakis,House,Republican,NY,11,NY-11,Representative,True,2021-01-03,5.6,456837,False,False,False,False,True,True,True
N000002,Jerrold Nadler,House,Democratic,NY,12,NY-12,Representative,True,1992-11-03,33.8,400289,True,True,True,True,True,True,True
E000297,Adriano Espaillat,House,Democratic,NY,13,NY-13,Representative,True,2017-01-03,9.6,412718,False,False,True,True,True,True,True
O000172,Alexandria Ocasio-Cortez,House,Democratic,NY,14,NY-14,Representative,True,2019-01-03,7.6,412804,False,False,False,True,True,True,True
T000486,Ritchie Torres,House,Democratic,NY,15,NY-15,Representative,True,2021-01-03,5.6,456838,False,False,False,False,True,True,True
L000606,George Latimer,House,Democratic,NY,16,NY-16,Representative,True,2025-01-03,1.6,457011,False,False,False,False,False,False,True
L000599,Michael Lawler,House,Republican,NY,17,NY-17,Representative,True,2023-01-03,3.6,456924,False,False,False,False,False,True,True
R000579,Patrick Ryan,House,Democratic,NY,18,NY-18,Representative,True,2022-09-13,3.9,456871,False,False,False,False,True,True,True
R000622,Josh Riley,House,Democratic,NY,19,NY-19,Representative,True,2025-01-03,1.6,457012,False,False,False,False,False,False,True
G000597,Andrew R. Garbarino,House,Republican,NY,2,NY-2,Representative,True,2021-01-03,5.6,456836,False,False,False,False,True,True,True
T000469,Paul Tonko,House,Democratic,NY,20,NY-20,Representative,True,2009-01-06,17.6,412319,True,True,True,True,True,True,True
S001196,Elise M. Stefanik,House,Republican,NY,21,NY-21,Representative,True,2015-01-06,11.6,412648,False,True,True,True,True,True,True
M001231,John W. Mannion,House,Democratic,NY,22,NY-22,Representative,True,2025-01-03,1.6,457013,False,False,False,False,False,False,True
L000600,Nicholas A. Langworthy,House,Republican,NY,23,NY-23,Representative,True,2023-01-03,3.6,456927,False,False,False,False,False,True,True
T000478,Claudia Tenney,House,Republican,NY,24,NY-24,Representative,True,2017-01-03,9.6,412720,False,False,True,False,True,True,True
M001206,Joseph D. Morelle,House,Democratic,NY,25,NY-25,Representative,True,2018-11-13,7.8,412749,False,False,True,True,True,True,True
K000402,Timothy M. Kennedy,House,Democratic,NY,26,NY-26,Representative,True,2024-05-06,2.3,456957,False,False,False,False,False,True,True
S001201,Thomas R. Suozzi,House,Democratic,NY,3,NY-3,Representative,True,2017-01-03,9.6,412717,False,False,True,True,True,True,True
G000602,Laura Gillen,House,Democratic,NY,4,NY-4,Representative,True,2025-01-03,1.6,457010,False,False,False,False,False,False,True
M001137,Gregory W. Meeks,House,Democratic,NY,5,NY-5,Representative,True,1997-01-07,29.6,400271,True,True,True,True,True,True,True
M001188,Grace Meng,House,Democratic,NY,6,NY-6,Representative,True,2013-01-03,13.6,412560,True,True,True,True,True,True,True
V000081,Nydia M. Velázquez,House,Democratic,NY,7,NY-7,Representative,True,1993-01-05,33.6,400416,True,True,True,True,True,True,True
J000294,Hakeem S. Jeffries,House,Democratic,NY,8,NY-8,Representative,True,2013-01-03,13.6,412561,True,True,True,True,True,True,True
C001067,Yvette D. Clarke,House,Democratic,NY,9,NY-9,Representative,True,2007-01-04,19.6,412221,True,True,True,True,True,True,True
L000601,Greg Landsman,House,Democratic,OH,1,OH-1,Representative,True,2023-01-03,3.6,456928,False,False,False,False,False,True,True
T000463,Michael R. Turner,House,Republican,OH,10,OH-10,Representative,True,2003-01-07,23.6,400411,True,True,True,True,True,True,True
B001313,Shontel M. Brown,House,Democratic,OH,11,OH-11,Representative,True,2021-11-04,4.8,456863,False,False,False,False,True,True,True
B001306,Troy Balderson,House,Republican,OH,12,OH-12,Representative,True,2018-09-05,7.9,412747,False,False,True,True,True,True,True
S001223,Emilia Strong Sykes,House,Democratic,OH,13,OH-13,Representative,True,2023-01-03,3.6,456930,False,False,False,False,False,True,True
J000295,David P. Joyce,House,Republican,OH,14,OH-14,Representative,True,2013-01-03,13.6,412566,True,True,True,True,True,True,True
C001126,Mike Carey,House,Republican,OH,15,OH-15,Representative,True,2021-11-04,4.8,456864,False,False,False,False,True,True,True
T000490,David J. Taylor,House,Republican,OH,2,OH-2,Representative,True,2025-01-03,1.6,457014,False,False,False,False,False,False,True
B001281,Joyce Beatty,House,Democratic,OH,3,OH-3,Representative,True,2013-01-03,13.6,412565,True,True,True,True,True,True,True
J000289,Jim Jordan,House,Republican,OH,4,OH-4,Representative,True,2007-01-04,19.6,412226,True,True,True,True,True,True,True
L000566,Robert E. Latta,House,Republican,OH,5,OH-5,Representative,True,2007-12-13,18.7,412256,True,True,True,True,True,True,True
R000619,Michael A. Rulli,House,Republican,OH,6,OH-6,Representative,True,2024-06-11,2.2,456959,False,False,False,False,False,True,True
M001222,Max L. Miller,House,Republican,OH,7,OH-7,Representative,True,2023-01-03,3.6,456929,False,False,False,False,False,True,True
D000626,Warren Davidson,House,Republican,OH,8,OH-8,Representative,True,2016-06-09,10.2,412675,False,True,True,True,True,True,True
K000009,Marcy Kaptur,House,Democratic,OH,9,OH-9,Representative,True,1983-01-03,43.6,400211,True,True,True,True,True,True,True
H001082,Kevin Hern,House,Republican,OK,1,OK-1,Representative,True,2018-11-13,7.8,412748,False,False,True,True,True,True,True
B001317,Josh Brecheen,House,Republican,OK,2,OK-2,Representative,True,2023-01-03,3.6,456931,False,False,False,False,False,True,True
L000491,Frank D. Lucas,House,Republican,OK,3,OK-3,Representative,True,1993-05-10,33.3,400247,True,True,True,True,True,True,True
C001053,Tom Cole,House,Republican,OK,4,OK-4,Representative,True,2003-01-07,23.6,400077,True,True,True,True,True,True,True
B000740,Stephanie I. Bice,House,Republican,OK,5,OK-5,Representative,True,2021-01-03,5.6,456841,False,False,False,False,True,True,True
B001278,Suzanne Bonamici,House,Democratic,OR,1,OR-1,Representative,True,2012-02-07,14.5,412501,True,True,True,True,True,True,True
B000668,Cliff Bentz,House,Republican,OR,2,OR-2,Representative,True,2021-01-03,5.6,456842,False,False,False,False,True,True,True
D000635,Maxine Dexter,House,Democratic,OR,3,OR-3,Representative,True,2025-01-03,1.6,457015,False,False,False,False,False,False,True
H001094,Val T. Hoyle,House,Democratic,OR,4,OR-4,Representative,True,2023-01-03,3.6,456932,False,False,False,False,False,True,True
B001326,Janelle S. Bynum,House,Democratic,OR,5,OR-5,Representative,True,2025-01-03,1.6,457016,False,False,False,False,False,False,True
S001226,Andrea Salinas,House,Democratic,OR,6,OR-6,Representative,True,2023-01-03,3.6,456934,False,False,False,False,False,True,True
F000466,Brian K. Fitzpatrick,House,Republican,PA,1,PA-1,Representative,True,2017-01-03,9.6,412721,False,False,True,True,True,True,True
P000605,Scott Perry,House,Republican,PA,10,PA-10,Representative,True,2013-01-03,13.6,412569,True,True,True,True,True,True,True
S001199,Lloyd Smucker,House,Republican,PA,11,PA-11,Representative,True,2017-01-03,9.6,412722,False,False,True,True,True,True,True
L000602,Summer L. Lee,House,Democratic,PA,12,PA-12,Representative,True,2023-01-03,3.6,456935,False,False,False,False,False,True,True
J000302,John Joyce,House,Republican,PA,13,PA-13,Representative,True,2019-01-03,7.6,412812,False,False,False,True,True,True,True
R000610,Guy Reschenthaler,House,Republican,PA,14,PA-14,Representative,True,2019-01-03,7.6,412813,False,False,False,True,True,True,True
T000467,Glenn Thompson,House,Republican,PA,15,PA-15,Representative,True,2009-01-06,17.6,412317,True,True,True,True,True,True,True
K000376,Mike Kelly,House,Republican,PA,16,PA-16,Representative,True,2011-01-05,15.6,412465,True,True,True,True,True,True,True
D000530,Christopher R. Deluzio,House,Democratic,PA,17,PA-17,Representative,True,2023-01-03,3.6,456936,False,False,False,False,False,True,True
B001296,Brendan F. Boyle,House,Democratic,PA,2,PA-2,Representative,True,2015-01-06,11.6,412652,False,True,True,True,True,True,True
E000296,Dwight Evans,House,Democratic,PA,3,PA-3,Representative,True,2016-11-14,9.7,412677,False,True,True,True,True,True,True
D000631,Madeleine Dean,House,Democratic,PA,4,PA-4,Representative,True,2019-01-03,7.6,412809,False,False,False,True,True,True,True
S001205,Mary Gay Scanlon,House,Democratic,PA,5,PA-5,Representative,True,2018-11-13,7.8,412750,False,False,True,True,True,True,True
H001085,Chrissy Houlahan,House,Democratic,PA,6,PA-6,Representative,True,2019-01-03,7.6,412810,False,False,False,True,True,True,True
M001230,Ryan Mackenzie,House,Republican,PA,7,PA-7,Representative,True,2025-01-03,1.6,457017,False,False,False,False,False,False,True
B001327,"Robert P. Bresnahan, Jr.",House,Republican,PA,8,PA-8,Representative,True,2025-01-03,1.6,457018,False,False,False,False,False,False,True
M001204,Daniel Meuser,House,Republican,PA,9,PA-9,Representative,True,2019-01-03,7.6,412811,False,False,False,True,True,True,True
H001103,Pablo José Hernández,House,Democratic,PR,At-Large,PR-AL,Delegate/Resident Commissioner,False,2025-01-03,1.6,457019,False,False,False,False,False,False,True
A000380,Gabe Amo,House,Democratic,RI,1,RI-1,Representative,True,2023-11-07,2.8,456955,False,False,False,False,False,True,True
M001223,Seth Magaziner,House,Democratic,RI,2,RI-2,Representative,True,2023-01-03,3.6,456937,False,False,False,False,False,True,True
M000194,Nancy Mace,House,Republican,SC,1,SC-1,Representative,True,2021-01-03,5.6,456843,False,False,False,False,True,True,True
W000795,Joe Wilson,House,Republican,SC,2,SC-2,Representative,True,2001-12-18,24.7,400433,True,True,True,True,True,True,True
B001325,Sheri Biggs,House,Republican,SC,3,SC-3,Representative,True,2025-01-03,1.6,457020,False,False,False,False,False,False,True
T000480,William R. Timmons IV,House,Republican,SC,4,SC-4,Representative,True,2019-01-03,7.6,412815,False,False,False,True,True,True,True
N000190,Ralph Norman,House,Republican,SC,5,SC-5,Representative,True,2017-06-26,9.1,412738,False,False,True,True,True,True,True
C000537,James E. Clyburn,House,Democratic,SC,6,SC-6,Representative,True,1993-01-05,33.6,400075,True,True,True,True,True,True,True
F000478,Russell Fry,House,Republican,SC,7,SC-7,Representative,True,2023-01-03,3.6,456938,False,False,False,False,False,True,True
J000301,Dusty Johnson,House,Republican,SD,At-Large,SD-AL,Representative,True,2019-01-03,7.6,412816,False,False,False,True,True,True,True
H001086,Diana Harshbarger,House,Republican,TN,1,TN-1,Representative,True,2021-01-03,5.6,456844,False,False,False,False,True,True,True
B001309,Tim Burchett,House,Republican,TN,2,TN-2,Representative,True,2019-01-03,7.6,412817,False,False,False,True,True,True,True
F000459,"Charles J. ""Chuck"" Fleischmann",House,Republican,TN,3,TN-3,Representative,True,2011-01-05,15.6,412476,True,True,True,True,True,True,True
D000616,Scott DesJarlais,House,Republican,TN,4,TN-4,Representative,True,2011-01-05,15.6,412477,True,True,True,True,True,True,True
O000175,Andrew Ogles,House,Republican,TN,5,TN-5,Representative,True,2023-01-03,3.6,456939,False,False,False,False,False,True,True
R000612,John W. Rose,House,Republican,TN,6,TN-6,Representative,True,2019-01-03,7.6,412818,False,False,False,True,True,True,True
V000139,Matt Van Epps,House,Republican,TN,7,TN-7,Representative,True,2025-12-04,0.7,457038,False,False,False,False,False,False,True
K000392,David Kustoff,House,Republican,TN,8,TN-8,Representative,True,2017-01-03,9.6,412724,False,False,True,True,True,True,True
C001068,Steve Cohen,House,Democratic,TN,9,TN-9,Representative,True,2007-01-04,19.6,412236,True,True,True,True,True,True,True
M001224,Nathaniel Moran,House,Republican,TX,1,TX-1,Representative,True,2023-01-03,3.6,456940,False,False,False,False,False,True,True
M001157,Michael T. McCaul,House,Republican,TX,10,TX-10,Representative,True,2005-01-04,21.6,400654,True,True,True,True,True,True,True
P000048,August Pfluger,House,Republican,TX,11,TX-11,Representative,True,2021-01-03,5.6,456846,False,False,False,False,True,True,True
G000601,Craig A. Goldman,House,Republican,TX,12,TX-12,Representative,True,2025-01-03,1.6,457021,False,False,False,False,False,False,True
J000304,Ronny Jackson,House,Republican,TX,13,TX-13,Representative,True,2021-01-03,5.6,456847,False,False,False,False,True,True,True
W000814,"Randy K. Weber, Sr.",House,Republican,TX,14,TX-14,Representative,True,2013-01-03,13.6,412574,True,True,True,True,True,True,True
D000594,Monica De La Cruz,House,Republican,TX,15,TX-15,Representative,True,2023-01-03,3.6,456943,False,False,False,False,False,True,True
E000299,Veronica Escobar,House,Democratic,TX,16,TX-16,Representative,True,2019-01-03,7.6,412825,False,False,False,True,True,True,True
S000250,Pete Sessions,House,Republican,TX,17,TX-17,Representative,True,1997-01-07,29.6,400367,True,True,True,False,True,True,True
M001245,Christian D. Menefee,House,Democratic,TX,18,TX-18,Representative,True,2026-02-02,0.5,457039,False,False,False,False,False,False,True
A000375,Jodey C. Arrington,House,Republican,TX,19,TX-19,Representative,True,2017-01-03,9.6,412726,False,False,True,True,True,True,True
C001120,Dan Crenshaw,House,Republican,TX,2,TX-2,Representative,True,2019-01-03,7.6,412820,False,False,False,True,True,True,True
C001091,Joaquin Castro,House,Democratic,TX,20,TX-20,Representative,True,2013-01-03,13.6,412576,True,True,True,True,True,True,True
R000614,Chip Roy,House,Republican,TX,21,TX-21,Representative,True,2019-01-03,7.6,412826,False,False,False,True,True,True,True
N000026,Troy E. Nehls,House,Republican,TX,22,TX-22,Representative,True,2021-01-03,5.6,456848,False,False,False,False,True,True,True
V000134,Beth Van Duyne,House,Republican,TX,24,TX-24,Representative,True,2021-01-03,5.6,456850,False,False,False,False,True,True,True
W000816,Roger Williams,House,Republican,TX,25,TX-25,Representative,True,2013-01-03,13.6,412578,True,True,True,True,True,True,True
G000603,Brandon Gill,House,Republican,TX,26,TX-26,Representative,True,2025-01-03,1.6,457023,False,False,False,False,False,False,True
C001115,Michael Cloud,House,Republican,TX,27,TX-27,Representative,True,2018-07-10,8.1,412746,False,False,True,True,True,True,True
C001063,Henry Cuellar,House,Democratic,TX,28,TX-28,Representative,True,2005-01-04,21.6,400657,True,True,True,True,True,True,True
G000587,Sylvia R. Garcia,House,Democratic,TX,29,TX-29,Representative,True,2019-01-03,7.6,412827,False,False,False,True,True,True,True
S001224,Keith Self,House,Republican,TX,3,TX-3,Representative,True,2023-01-03,3.6,456941,False,False,False,False,False,True,True
C001130,Jasmine Crockett,House,Democratic,TX,30,TX-30,Representative,True,2023-01-03,3.6,456944,False,False,False,False,False,True,True
C001051,John R. Carter,House,Republican,TX,31,TX-31,Representative,True,2003-01-07,23.6,400068,True,True,True,True,True,True,True
J000310,Julie Johnson,House,Democratic,TX,32,TX-32,Representative,True,2025-01-03,1.6,457024,False,False,False,False,False,False,True
V000131,Marc A. Veasey,House,Democratic,TX,33,TX-33,Representative,True,2013-01-03,13.6,412579,True,True,True,True,True,True,True
G000581,Vicente Gonzalez,House,Democratic,TX,34,TX-34,Representative,True,2017-01-03,9.6,412725,False,False,True,True,True,True,True
C001131,Greg Casar,House,Democratic,TX,35,TX-35,Representative,True,2023-01-03,3.6,456945,False,False,False,False,False,True,True
B001291,Brian Babin,House,Republican,TX,36,TX-36,Representative,True,2015-01-06,11.6,412655,False,True,True,True,True,True,True
D000399,Lloyd Doggett,House,Democratic,TX,37,TX-37,Representative,True,1995-01-04,31.6,400111,True,True,True,True,True,True,True
H001095,Wesley Hunt,House,Republican,TX,38,TX-38,Representative,True,2023-01-03,3.6,456946,False,False,False,False,False,True,True
F000246,Pat Fallon,House,Republican,TX,4,TX-4,Representative,True,2021-01-03,5.6,456845,False,False,False,False,True,True,True
G000589,Lance Gooden,House,Republican,TX,5,TX-5,Representative,True,2019-01-03,7.6,412822,False,False,False,True,True,True,True
E000071,Jake Ellzey,House,Republican,TX,6,TX-6,Representative,True,2021-07-30,5.0,456862,False,False,False,False,True,True,True
F000468,Lizzie Fletcher,House,Democratic,TX,7,TX-7,Representative,True,2019-01-03,7.6,412824,False,False,False,True,True,True,True
L000603,Morgan Luttrell,House,Republican,TX,8,TX-8,Representative,True,2023-01-03,3.6,456942,False,False,False,False,False,True,True
G000553,Al Green,House,Democratic,TX,9,TX-9,Representative,True,2005-01-04,21.6,400653,True,True,True,True,True,True,True
M001213,Blake D. Moore,House,Republican,UT,1,UT-1,Representative,True,2021-01-03,5.6,456851,False,False,False,False,True,True,True
M001228,Celeste Maloy,House,Republican,UT,2,UT-2,Representative,True,2023-11-21,2.7,456956,False,False,False,False,False,True,True
K000403,Mike Kennedy,House,Republican,UT,3,UT-3,Representative,True,2025-01-03,1.6,457025,False,False,False,False,False,False,True
O000086,Burgess Owens,House,Republican,UT,4,UT-4,Representative,True,2021-01-03,5.6,456852,False,False,False,False,True,True,True
W000804,Robert J. Wittman,House,Republican,VA,1,VA-1,Representative,True,2007-12-13,18.7,412255,True,True,True,True,True,True,True
S001230,Suhas Subramanyam,House,Democratic,VA,10,VA-10,Representative,True,2025-01-03,1.6,457028,False,False,False,False,False,False,True
W000831,James R. Walkinshaw,House,Democratic,VA,11,VA-11,Representative,True,2025-09-10,0.9,457036,False,False,False,False,False,False,True
K000399,Jennifer A. Kiggans,House,Republican,VA,2,VA-2,Representative,True,2023-01-03,3.6,456947,False,False,False,False,False,True,True
S000185,"Robert C. ""Bobby"" Scott",House,Democratic,VA,3,VA-3,Representative,True,1993-01-05,33.6,400364,True,True,True,True,True,True,True
M001227,Jennifer L. McClellan,House,Democratic,VA,4,VA-4,Representative,True,2023-03-07,3.4,456953,False,False,False,False,False,True,True
M001239,John J. McGuire III,House,Republican,VA,5,VA-5,Representative,True,2025-01-03,1.6,457026,False,False,False,False,False,False,True
C001118,Ben Cline,House,Republican,VA,6,VA-6,Representative,True,2019-01-03,7.6,412832,False,False,False,True,True,True,True
V000138,Eugene Simon Vindman,House,Democratic,VA,7,VA-7,Representative,True,2025-01-03,1.6,457027,False,False,False,False,False,False,True
B001292,"Donald S. Beyer, Jr.",House,Democratic,VA,8,VA-8,Representative,True,2015-01-06,11.6,412657,False,True,True,True,True,True,True
G000568,H. Morgan Griffith,House,Republican,VA,9,VA-9,Representative,True,2011-01-05,15.6,412485,True,True,True,True,True,True,True
P000610,Stacey E. Plaskett,House,Democratic,VI,At-Large,VI-AL,Delegate/Resident Commissioner,False,2015-01-06,11.6,412659,False,True,True,True,True,True,True
B001318,Becca Balint,House,Democratic,VT,At-Large,VT-AL,Representative,True,2023-01-03,3.6,456948,False,False,False,False,False,True,True
D000617,Suzan K. DelBene,House,Democratic,WA,1,WA-1,Representative,True,2012-11-13,13.8,412505,True,True,True,True,True,True,True
S001159,Marilyn Strickland,House,Democratic,WA,10,WA-10,Representative,True,2021-01-03,5.6,456854,False,False,False,False,True,True,True
L000560,Rick Larsen,House,Democratic,WA,2,WA-2,Representative,True,2001-01-03,25.6,400232,True,True,True,True,True,True,True
G000600,Marie Gluesenkamp Perez,House,Democratic,WA,3,WA-3,Representative,True,2023-01-03,3.6,456949,False,False,False,False,False,True,True
N000189,Dan Newhouse,House,Republican,WA,4,WA-4,Representative,True,2015-01-06,11.6,412660,False,True,True,True,True,True,True
B001322,Michael Baumgartner,House,Republican,WA,5,WA-5,Representative,True,2025-01-03,1.6,457029,False,False,False,False,False,False,True
R000621,Emily Randall,House,Democratic,WA,6,WA-6,Representative,True,2025-01-03,1.6,457030,False,False,False,False,False,False,True
J000298,Pramila Jayapal,House,Democratic,WA,7,WA-7,Representative,True,2017-01-03,9.6,412730,False,False,True,True,True,True,True
S001216,Kim Schrier,House,Democratic,WA,8,WA-8,Representative,True,2019-01-03,7.6,412835,False,False,False,True,True,True,True
S000510,Adam Smith,House,Democratic,WA,9,WA-9,Representative,True,1997-01-07,29.6,400379,True,True,True,True,True,True,True
S001213,Bryan Steil,House,Republican,WI,1,WI-1,Representative,True,2019-01-03,7.6,412836,False,False,False,True,True,True,True
P000607,Mark Pocan,House,Democratic,WI,2,WI-2,Representative,True,2013-01-03,13.6,412585,True,True,True,True,True,True,True
V000135,Derrick Van Orden,House,Republican,WI,3,WI-3,Representative,True,2023-01-03,3.6,456950,False,False,False,False,False,True,True
M001160,Gwen Moore,House,Democratic,WI,4,WI-4,Representative,True,2005-01-04,21.6,400661,True,True,True,True,True,True,True
F000471,Scott Fitzgerald,House,Republican,WI,5,WI-5,Representative,True,2021-01-03,5.6,456855,False,False,False,False,True,True,True
